100000
840.961426	387.991697
387.368692	2967.285746
2667.070581	3385.866638
3942.141923	3720.545649
5164.800068	3205.065003
1680.286209	653.214854
3553.889989	152.983872
1011.581615	76.716702
298.341944	3752.723427
4044.605401	2943.458158
1030.720073	2342.109887
54.257097	3769.420145
2478.545632	336.072740
970.044311	3556.987037
840.791266	2610.257310
5272.628047	2441.450374
380.633015	3771.599991
5049.735705	4627.545008
2849.250851	2945.861883
627.940086	2220.917507
1478.995200	2585.653217
2028.162571	3298.084419
4044.625188	853.274937
2807.548268	939.420888
3227.174261	1896.326174
884.148975	1523.764689
1039.842898	1112.036194
452.515902	1003.486193
146.901453	3776.531806
3157.591381	1537.950193
4533.768871	2546.780961
2664.546666	5032.792198
4538.101466	5235.725294
3008.869850	1006.474982
226.341942	4869.493885
313.638272	3214.481287
3115.197485	78.541886
2740.166124	4037.624421
2910.020150	406.922411
1856.581253	2805.599647
235.410306	3209.765774
485.446340	2409.057462
4786.296575	1226.502008
2369.629025	2553.005669
4581.222165	2178.143601
357.518950	3643.732534
4874.963897	4568.297144
3419.162411	1891.433932
5007.720318	5102.582607
5149.318608	1220.695411
3694.067386	4022.579373
3439.870682	2391.859349
3069.456195	1063.997730
2961.970985	2382.099077
3942.951473	3142.890907
4420.405377	2710.917271
4745.204580	121.211381
2457.469454	1350.292931
2131.287881	3740.038210
2103.351766	3600.734410
4273.068230	737.849333
3435.832294	2010.222034
956.960768	1417.483340
1214.392281	4786.282416
751.551026	4059.677896
2249.648131	454.837688
2752.705559	1024.995647
669.108431	2548.019924
482.373006	565.217172
4014.962322	1369.214159
3475.940879	3631.052525
5122.084246	1899.919137
4784.561378	1630.439020
2537.121296	1167.162102
1858.037127	1763.007838
3216.982987	3858.473405
3750.958863	1314.213449
1750.309965	145.307350
1661.010123	2600.576262
3345.516027	4798.655714
5209.711714	4572.925645
2038.468169	2027.556889
2153.188728	1017.586767
2118.004730	2792.082722
3335.636274	1260.026989
5111.247453	4417.588864
2469.019915	835.535310
1572.379808	4977.902097
358.943249	623.581334
2451.841998	2170.826408
2058.799736	2745.237183
4977.357316	3371.532182
2746.194723	3302.432939
5372.288008	632.027321
3661.429650	1306.835057
2109.533172	4574.080996
2088.497814	3354.099964
4350.010400	651.099085
3298.236101	528.560621
1026.440866	1415.825376
778.315567	2453.046929
1941.324106	2378.733934
1032.927460	2596.531679
3117.872896	3941.485888
2230.493933	459.861283
3498.941193	1983.883571
4543.167787	1203.634915
4000.918085	3888.645946
5211.348320	5140.067848
2412.803437	126.992845
2909.010430	557.543582
